# === FCC-B2-b ARTIFACT HEADER BEGIN (v1) ===
# firmware_git_sha: d4dfcb86cfd99bbcbd227844940a1f905336b356
# firmware_git_sha_short: d4dfcb86cfd9
# build_timestamp_utc: 2026-05-20T07:50:16Z
# profile_enum: 0
# profile_string: REG_PROFILE_BENCH_ONLY_FIXED_915
# rfco_summary_schema_ver: 1
# rfco_pertx_schema_ver: 1
# header_schema_ver: 1
# === FCC-B2-b ARTIFACT HEADER END ===

=== W2-02 TX: 192 fragments, uart=/dev/ttymxc3 ===
__W2_02_TX_FRAG__ idx=9 tx_id=0x09 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0009bf911d20059c54f2f598fe55f1b1e217d5c500ea53b257871134ae135f419c306c9e07f4d33336e9c7f8feb30c00008b52494646840000005745425056
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=10 tx_id=0x0A status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe000abf503820780000005005009d012a200020003eb54c9f4aa7242321b00c00e016896500ceec23ce9e498917be2e619c19d8265721dc88525069fbc000fe
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=11 tx_id=0x0B status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe000bbfd09de45763773cda6b1e7e757d5e2664a19f0974b8bc3e67bf8d2b10af868476429e3714674b097980902861bd2a7a70a9b18dd0d732f39b7633375e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=12 tx_id=0x0C status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe000cbf460cfd2480000061524946465a00000057454250565038204e000000d003009d012a200020003ec152a34c27a4a32230180800f018096700c3700d1a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=13 tx_id=0x0D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe000dbf5df28c17eb4a9000fef612f9ac494e20a3aa74870f168bd0adf8abed6f592fa9b6810fa6544b0284a7f8719000008d52494646860000005745425056
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=14 tx_id=0x0E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe000ebf5038207a000000b004009d012a200020003ec1509f4aa7a4a2a1b0180c00f018094017e70fde12257214b434965095fdb89238800000fef0b7fb7f07
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=15 tx_id=0x0F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe000fbf7c484b00aaf237ea577e1cd83b43d07400e055f279ab73a4abe5f262af14c57270d643d6a0ea8f5a78af7585cc27fc277179210ae1ac6db6335d21c5
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=16 tx_id=0x10 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0010bf9aef1db78069b1400071524946466a00000057454250565038205e000000f003009d012a200020003ec154a34c27a4a32230180800f018096300c370
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=17 tx_id=0x11 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0011bf3cda9005c83abf18e88000fee56601490f9ae143269faa6ad269178d77db899daed4a2bcaa376673e761dbde2a1ca41c5ca7884f1cb54e1596179d62
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=18 tx_id=0x12 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0012bf754000004752494646400000005745425056503820340000001003009d012a200020003ec15aa64ea7a523a2280800f018096700c91019c9c2c000fe
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=19 tx_id=0x13 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0013bfe8f80bd6c9de960d2d13d3195a060000004d524946464600000057454250565038203a0000003003009d012a200020003ec158a44d27a52ba2280aa9
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=20 tx_id=0x14 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0014bf7018096700c8d41948d1000000fee99200bed960780b1363d553a4e84cf8f0a13207800071524946466a00000057454250565038205e000000b00400
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=21 tx_id=0x15 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0015bf9d012a200020003ec150a04aa7a4a321b00800f018096700004a4776bad29b9c7a5e84ca47c84bc02548b000f9ea0cbcd5faad91549b69def4b5c776
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=22 tx_id=0x16 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0016bfa3a6fd0f22cf4f42421de3cd82284f4d62efb956c2b55565d2d1b67b14000095524946468e000000574542505650382082000000b004009d012a2000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=23 tx_id=0x17 status=0(OK) toa_us=59008 elapsed_ms=73.2 payload_hex=fe0017bf20003ec156a44da7a4a322280aa8f01809635ff64ff033225e91ba4c812ea027ef281727800000feeea0138cfa1a2d8b2e8b5db8b08bafb1f2dd009a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=24 tx_id=0x18 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0018bf373749bb206b1f5e42eb21ea1a8dc026decbb9b280b727052f6bec06ff4c3f5dabedbf27ee5221e921f30b5342094d9534c59c201833df46166adf80
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=25 tx_id=0x19 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0019bf0000595249464652000000574542505650382046000000b003009d012a200020003ec1529d4b27a4a2a1b0180c00f018096700c7e4469c18f0139722
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=26 tx_id=0x1A status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe001abf8000fef146fd675b6b2eaf0f8bff98a9f4732fb54fed86a7ef51f2ecee4800000073524946466c000000574542505650382060000000d004009d012a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=27 tx_id=0x1B status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe001bbf200020003ec154a44aa7a523a1b0180800f018096500bfec63358896edfe8b947dea7f300a50d0000000fefd05b9cc5dad4a0921a389ec3079d139dc
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=28 tx_id=0x1C status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe001cbf34de4cec8ab763d0e1a23ba7597d0487d7cbd6d16bc7597a1244bd0000006d524946466600000057454250565038205a0000001004009d012a200020
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=29 tx_id=0x1D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe001dbf003ebd4ea24aa7242321b0180c00e017896700c0dc399891e05072eda146ea0000fef234fad074f95c442756ec60d6086bcff3234367532775462efd
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=30 tx_id=0x1E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe001ebfda6061f94d83b2f08aa03dedb45a60381310dd00009752494646900000005745425056503820840000009005009d012a200020003eb5469d4aa723a2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=31 tx_id=0x1F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe001fbfa1b7faa800e016896700cdfc1bb5659a071837219f23aed3d233cc2d7732c6a23ac00000fef0de8d8af6f72429304075462cbc51f4694b29032bfd82
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=32 tx_id=0x20 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0020bfd6d0ec0718b6bfd24b06c4fb7bd43ca53240b031508e8c9556f9d42db85b340cc54acb50a97b5c56a55e97585bb2773746158d009c0081524946467a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=33 tx_id=0x21 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0021bf00000057454250565038206e0000001005009d012a200020003eb1489d4aa7242321b7faa800e016096700ccd021be6dc67326cc3bfd78f1ca11ce2f
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=34 tx_id=0x22 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0022bfed5c900000fedbce0e1ec0607faf87194d5bad829ba2821fa2f7e04a0889253b33fe8370e0444385857f6d3bb82483d5d5ac3d25f3b5df36e2cd7a67
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=35 tx_id=0x23 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0023bf7dac2a00006b52494646640000005745425056503820580000003004009d012a200020003eb94c9e4aa72422a1b7f55800e017096700bb004edb83cd
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=36 tx_id=0x24 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0024bf1408c6acf0a5d00000feef0ac910591c2657d944e6256c7fb7c40b2f61d2e8a589d2c1fc4fe9efaf0225fd652e8a078ce84a68000000895249464682
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=37 tx_id=0x25 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0025bf000000574542505650382076000000b004009d012a200020003ec150a34b27a4a321a80d50f018096500c3343fb55bbf0700bd90d139d9b678f4ceae
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=38 tx_id=0x26 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0026bfc000fed03bcdecb074650487f22249288c48a7995a1862cec60d3866fcae42328f46aad229e90339415e3d2aa16c1fd5ae46370c63a0014f778282c9
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=39 tx_id=0x27 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0027bf488e1f8a3ae022781a9a40000061524946465a00000057454250565038204e000000f003009d012a200020003ec154a64ca7a4a3a2280aa8f0180965
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=40 tx_id=0x28 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0028bf00bb000d3a548b9e4cf86791420000fef6117f4d642bc56b9db7a1f524b6fa6b0fb5684b63a4530fb878deed1eddf84cc6d7380063524946465c0000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=41 tx_id=0x29 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0029bf005745425056503820500000001004009d012a200020003eb14c9c4aa724a2a1b7faa800e016096500c1cc32c85b17c439be8ea7094000feec68ce8b
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=42 tx_id=0x2A status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe002abf5124a2385853c01e31ee0bea083604a5c81735c398c4031268525293c0000000004952494646420000005745425056503820360000001003009d012a
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=43 tx_id=0x2B status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe002bbf200020003ec15aa64ea7a523a2280800f018096700c7e41989e70000feebd77dbb1efba14f53ea8bd821ab536047000053524946464c000000574542
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=44 tx_id=0x2C status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe002cbf5056503820400000003003009d012a200020003ec14ea14aa7a42321b00800f018096700ccd0317b4792b000feeb53dfeb94763d19884219d610dfbb
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=45 tx_id=0x2D status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe002dbf2471162acba169f396000000005752494646500000005745425056503820440000009003009d012a200020003ec15aa54e27a523a2280800f0180967
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=46 tx_id=0x2E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe002ebf00c0280df2b8d02e6d6fc000fe8cf66f699faf408934d8a3465762721e115d308e5a24df9731a171c0007b5249464674000000574542505650382068
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=47 tx_id=0x2F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe002fbf0000001005009d012a200020003ec150a04aa7a4a321b0180c00f018096700cab47b6fe10fbb04da761659589702687def01904000fefd517ce56766
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=48 tx_id=0x30 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0030bf1d9312ca5b9369c48a6c74cce7a5c8ff843464859933f69d6e004b84a36ad1f2915e1bf55a6871405d20277dfe00004d524946464600000057454250
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=49 tx_id=0x31 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0031bf565038203a0000009003009d012a200020003ec15ca74ea7a523a2280800f018096900c6f40f6b931e759ed20000fe71bbd5e573f831679201d2d2a7
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=50 tx_id=0x32 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0032bf732164b44000a3524946469c0000005745425056503820900000001005009d012a200020003ec1509f4aa7a4a2a1b00800f0180963009d00695f4f27
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=51 tx_id=0x33 status=0(OK) toa_us=59008 elapsed_ms=73.5 payload_hex=fe0033bf4d3c496e574ecfd85b9f11bf122cb50c00fefd53686398046ff9aa9d2107e7dd261fd03505ec38b4ed8f89fe5be31c54997241d3f200749525fdd593
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=52 tx_id=0x34 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0034bffe6eadf994ee3cd710dc7a412c780860d8bdc5717efb7aeb61df8c5ddf1985d27410a07fc6a57fa2e80342a9c2fdeebf724000a5524946469e000000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=53 tx_id=0x35 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0035bf5745425056503820920000003005009d012a200020003ec15aa64ea7a523a2280800f018096500c67c5615e26ee6dfe3611215fa467b2c787544372d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=54 tx_id=0x36 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0036bf030000fefbd34052775b2b880ee6cce85b23877c67cb332c233b51c186fb27ec3798b5a818385b443df783f747fcac253c9a0f8fe552393613b3d8f4
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=55 tx_id=0x37 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0037bfd8c74bd65f02eaba8df83e127c2e7a40ad8f9998d255f465b6db8eec8c9cd2280483c19830004b524946464400000057454250565038203800000010
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=56 tx_id=0x38 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0038bf03009d012a200020003ec15aa74ea7a523a2280800f018096700c91016a5540000feee174c6e033355d6ffa7c6aebd3183ea339b4eb0009752494646
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=57 tx_id=0x39 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0039bf90000000574542505650382084000000f004009d012a200020003ec14c9e4b27a422a1b0180c00f018096500c6047b6f6b65607e992633ec39457511
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=58 tx_id=0x3A status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe003abf97ab9b8000fef775106b587656408692757fd6fe86929f07b5c48bf5041fe15be3523dc8c0c5f54406e4665a9b510d201615169710ccb348fdf6a5da
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=59 tx_id=0x3B status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe003bbf1767be04308440016a078f99c774debb0da2e79297a399e3ca8000007752494646700000005745425056503820640000009004009d012a200020003e
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=60 tx_id=0x3C status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe003cbfa9449a4aa623a2a1b7e800c015096700c4d8220f9ef71be1f4ee3455a75dca74518000fe75231e0eb5d5a46d164e5d957acd0f87b9d9bcaf625a6561
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=61 tx_id=0x3D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe003dbf116b72959f595494dcbf68b9b0476fdb899ca1c4b4623cb052f68c00007d524946467600000057454250565038206a0000003004009d012a20002000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=62 tx_id=0x3E status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe003ebf3ec150a14aa7a4a321b0180c00f018096500a7145c445c6db1a89f1c1529dc0000feef9e6bd94c9de5e3a49c040fde6c7c67859387d337bb4c758cd7
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=63 tx_id=0x3F status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe003fbf885b47d18ddad580ae288a1c4cf3e7ae065c5907a8ea6ff6f853b41b59da25690e9b800083524946467c000000574542505650382070000000900400
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=64 tx_id=0x40 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0040bf9d012a200020003ec14e9f4aa7a422a1b00800f0180965000124f7e17ef4b73953bb89f73dbffb8ba50000fefdd8a054fd17b59e56d7c9dd4a44c840
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=65 tx_id=0x41 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0041bf088d9d2748bf5a62d725a5521ba7c30fbbc847fb854b327b6d3d5abf23e430739ebb0d00d784e1e278348964e83d0000004b52494646440000005745
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=66 tx_id=0x42 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0042bf425056503820380000001003009d012a200020003ec15aa64ea7a523a2280800f018096700ccd0198bf4c000feeccc9add704d6952774cc64511c27d
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=67 tx_id=0x43 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0043bf16e80f8000004952494646420000005745425056503820360000001003009d012a200020003ec15aa74e27a523a2280800f018096700c33419c9c2c0
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=68 tx_id=0x44 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0044bf00feedd5301fcb025fa7a50f84fcb995c3220000005952494646520000005745425056503820460000003004009d012a200020003eb14c9c4aa724a2
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=69 tx_id=0x45 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0045bfa1b7faa800e016096700ce745b5f271d1890936aa5deff2000fef32b1031ce105b6bb7f201ce9135f0cba9b464f14214c062c0006752494646600000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=70 tx_id=0x46 status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe0046bf00574542505650382054000000b004009d012a200020003ead4c9b4aa624a2a1b7faa800c015896700ca0055c81b2d872fbce9ad445b9d8113580000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=71 tx_id=0x47 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0047bffed0d25c9be73eeeec19223ba7851892a71f5de9a3b2bf9caf2674a0054b4429931800000071524946466a00000057454250565038205e0000005004
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=72 tx_id=0x48 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0048bf009d012a200020003ebd4a9e4aa72422a1b7f55800e017896500cab45582bbcb58bbff333c853a240000fef3ef1d01efdf25460e41355c12816d7b7c
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=73 tx_id=0x49 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0049bf5b3545c8213b0078bb81b07ca279ddd081dce8493feee1a919859715563980007f524946467800000057454250565038206c0000009004009d012a20
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=74 tx_id=0x4A status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe004abf0020003ec14c9e4aa7a422a1b00800f01809655d8057990d231e8bc67877ca3f36a29c5cd80000fe0b7f3ba549b2d2471283534c2141f195dc3cd4f5
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=75 tx_id=0x4B status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe004bbf041cdd22dcb8d1ee83b9246a5f51cb2e114bb15cbb906caa208352cf3af5ba54dbf8931f8909be000067524946466000000057454250565038205400
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=76 tx_id=0x4C status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe004cbf0000f003009d012a200020003eb94c9e4aa724a2a1b00c00e017096700c37018f2923627a7a46b77f50000fef1e0f04b8dccf4f2fca5496bee30e4ed
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=77 tx_id=0x4D status=0(OK) toa_us=59008 elapsed_ms=73.4 payload_hex=fe004dbf31202be874c158988c912c5b2ee7a69ceac7ec2952d4b09564007b52494646740000005745425056503820680000007004009d012a200020003eb546
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=78 tx_id=0x4E status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe004ebf9d4aa723a2a1b7faa800e016896700c6405e21930256c26f9de5b14d63458000fef0a0da09bb0442f68a2893e59bda8996d9459bc54f4782ea757340
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=79 tx_id=0x4F status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe004fbfa2755017690ad8f7c41b2a3ff97f7cf683d2be22a5c592922f67ebf98800007b52494646740000005745425056503820680000009004009d012a2000
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=80 tx_id=0x50 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0050bf20003ec14ea34ca7a3a32230180800f0180967000124ffdd02c6bf0b9e39e59deb5581022000fefd981aa6e72c68ffc174f4f0aa7488ae9f9d3d4aef
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=81 tx_id=0x51 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0051bf37ec544cbc2c4666f968fcc56a1ff77f755403f3bd8befa9deb0be367ce8472feae4000053524946464c000000574542505650382040000000900300
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=82 tx_id=0x52 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0052bf9d012a200020003ec14ea04aa7a42321b00800f018096900cbe021e14b443d09c10000fe4343f81601182026080fe204375501ec7a23300372044800
INFO: unrelated frame during TX wait type=0xC0
__W2_02_TX_FRAG__ idx=83 tx_id=0x53 status=0(OK) toa_us=59008 elapsed_ms=73.3 payload_hex=fe0053bf0091524946468a00000057454250565038207e0000007005009d012a200020003ec1549e4b27a522a1b0180c00f018096700c4d857f2dac5f98013aa
INFO: unrelated frame during TX wait type=0xC0
